Dep,Domain,PreSeg,FollVowel,Stress,Speaker,Sex,SEC,Edu,Age,Grapheme,Token ,Natlog,Log2,Context
Non,Interior,Low,Mid,Postonic,G1SAH5,Male,Upper,Secondary,15-19,ll,calles,6.137727054,8.854868383,a las calles no tan pronto
Non,Interior,Mid,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,proyecto,8.929435284,12.882452,un mejor proyecto 
Non,Interior,Mid,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,proyecto,8.929435284,12.882452,un mejor proyecto de cultura
Non,Interior,Mid,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,proyecto,8.929435284,12.882452,un mejor proyecto de educación
Non,Interior,Mid,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,proyecto,8.929435284,12.882452,un mejor proyecto de vida
Non,Initial,Consonant,Low,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,ya,10.11419408,14.59169765,sociedad ya puedo salir
Non,Interior,Low,Mid,Postonic,G1SAH5,Male,Upper,Secondary,15-19,ll,calle,7.678326357,11.07748336,salir a la calle 
Non,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,allí,8.442900587,12.18053081,esperadno allí para matarte
Non,Interior,Low,Low,Postonic,G1SAH5,Male,Upper,Secondary,15-19,y,haya,7.832410927,11.2997804,que haya también uno
Non,Interior,Low,High,Pretonic,G1SAH5,Male,Upper,Secondary,15-19,y,ayudar,6.154858094,8.87958325,nos puede ayudar o 
Non,Initial,High,Low,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,ya,10.11419408,14.59169765,y ya no se comunicaban
Non,Interior,Mid,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,Medellín,0,1,sitios de Medellín.
Non,Interior,Low,Low,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,allá,8.323122888,12.00772811,por allá hasta. 
Non,Interior,Mid,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,Medellín,0,1,creo que Medellín si tenemos
Non,Interior,Mid,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,Medellín,0,1,para que Medellín sea
Non,Interior,Mid,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,proyecto,8.929435284,12.882452,un proyecto de educación
Str,Interior,Low,Low,Postonic,G1SAH5,Male,Upper,Secondary,15-19,y,hayan,6.386879319,9.214319121,que hayan más
Non,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,allí,8.442900587,12.18053081,tengo ir allí /
Non,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,allí,8.442900587,12.18053081,me bajo allí pero también
Non,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,allí,8.442900587,12.18053081,me bajo allí entonces
Str,Initial,Consonant,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,llevan,6.342121419,8.214319121,que los llevan hasta
Non,Initial,Mid,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,lleve,5.170483995,7.459431619,que lo lleve a una parte
Non,Initial,Mid,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,lleva,7.19142933,10.37503943,que lo lleva a diferentes partes
Non,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,allí,8.442900587,12.18053081,queda allí entonces
Non,Initial,High,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,llego,5.420534999,7.820178962,y llego a mi casa
Non,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,ayude,4.262679877,6.14974712,que le ayude mucho
Str,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,ayudan,4.736198448,6.832890014,le ayudan cuando tiene
Non,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,ayuda,6.719013154,9.693486957,necesita ayuda le puedo ayudar
Non,Interior,Low,High,Pretonic,G1SAH5,Male,Upper,Secondary,15-19,y,ayudar,6.154858094,8.87958325,le puedo ayudar de diferentes maneras
Non,Interior,Low,High,Pretonic,G1SAH5,Male,Upper,Secondary,15-19,y,ayudar,6.154858094,8.87958325,le puedo ayudar con otra cosa
Non,Initial,Consonant,Mid,Pretonic,G1SAH5,Male,Upper,Secondary,15-19,ll,llevar,7.101675972,10.24555271,se dejan llevar por el dinero
Non,Interior,Mid,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,proyecto,8.929435284,12.882452,un mismo proyecto / 
Non,Interior,Mid,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,proyecto,8.929435284,12.882452,un buen proyecto genera
Non,Initial,Consonant,Mid,Pretonic,G1SAH5,Male,Upper,Secondary,15-19,ll,llevábamos,4.442651256,6.409390936,nos llevabamos bien
Non,Interior,Mid,Low,Postonic,G1SAH5,Male,Upper,Secondary,15-19,ll,ella,8.686260633,12.53162514,o ella me puede
Non,Interior,Mid,Low,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,apoyamos,4.204692619,6.06608919,nos apoyamos 
Non,Interior,Mid,Mid,Postonic,G1SAH5,Male,Upper,Secondary,15-19,y,apoye,3.091042453,4.459431619,que lo apoye en las buenas
Non,Interior,Mid,Mid,Postonic,G1SAH5,Male,Upper,Secondary,15-19,y,apoyen,2.48490665,3.584962501,que se apoyen en las
Non,Interior,Low,Low,Postonic,G1SAH5,Male,Upper,Secondary,15-19,y,vaya,6.89060912,9.941047606,que me vaya bien
Non,Interior,Mid,Mid,Postonic,G1SAH5,Male,Upper,Secondary,15-19,ll,ellos,8.870522545,12.79745889,como ellos así que
Non,Interior,Mid,Mid,Postonic,G1SAH5,Male,Upper,Secondary,15-19,ll,ellos,8.870522545,12.79745889,que ellos me pueden
Non,Interior,Low,High,Pretonic,G1SAH5,Male,Upper,Secondary,15-19,y,ayudar,6.154858094,8.87958325,me pueden ayudar o puedo salir
Non,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,desayuno,4.532599493,6.539158811, / desayuno / 
Non,Interior,Low,High,Pretonic,G1SAH5,Male,Upper,Secondary,15-19,y,desayunamos,1.609437912,2.321928095,desayunamos juntos
Non,Initial,Low,Low,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,llano,3.465735903,5,para Llano Grande
Non,Interior,Low,Mid,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,mayores,6.725033642,9.702172685,no son mayores de edad
Non,Interior,Low,Low,Tonic,G1SAH5,Male,Upper,Secondary,15-19,ll,allá,8.323122888,12.00772811,me invitaron allá a prender
Non,Interior,Mid,Mid,Postonic,G1SAH5,Male,Upper,Secondary,15-19,ll,pollo,4.394449155,6.339850003,no/ pollo con arroz
Non,Interior,Mid,Mid,Postonic,G1SAH5,Male,Upper,Secondary,15-19,ll,pollo,4.394449155,6.339850003,que pollo con arroz
Non,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,desayuno,4.532599493,6.539158811,del desayuno?
Non,Interior,Low,High,Tonic,G1SAH5,Male,Upper,Secondary,15-19,y,desayuno,4.532599493,6.539158811,para el desayuno otra cosa
Non,Interior,High,Low,Postonic,G1SAH5,Male,Upper,Secondary,15-19,ll,pesadilla,3.496507561,5.044394119,que una pesadilla y
Non,Interior,Low,Low,Postonic,G1SAH5,Male,Upper,Secondary,15-19,y,haya,7.832410927,11.2997804,que me haya pasado
Non,Initial,High,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,y ya por la pues
Non,Initial,Pause,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765, / ya después de medio dia
Non,Initial,Low,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,día ya comienza / 
Non,Initial,Low,Mid,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llover,3.583518938,5.169925001,comienza a llover muy duro
Str,Initial,Pause,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039, / yo prefiero el calor
Non,Initial,Consonant,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039,la verdad yo prefiero
Str,Initial,High,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,y ya.
Str,Initial,High,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039,para mi yo creo que
Non,Initial,Low,Mid,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llovido,3.36729583,4.857980995,ha llovido mucho más
Non,Initial,Low,Mid,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llovido,3.36729583,4.857980995,ha llovido mucho
Str,Initial,Low,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,lluvia,4.94875989,7.139551352,la lluvia de este año
Non,Initial,Consonant,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,lluvias,5.147494477,7.426264755,menos lluvias y estuvo
Str,Initial,Mid,Mid,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llovía,3.17805383,4.584962501,la noche llovía sino que
Non,Initial,Consonant,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039,años yo creo que
Non,Initial,Low,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,lluvia,4.94875989,7.139551352,mucha lluvia se perderían
Str,Initial,Pause,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llevo,6.171700597,8.903881846, / llevo exactamente
Non,Initial,Pause,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039, / yo vivía antes
Non,Initial,High,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039,para mi yo viví
Non,Initial,Pause,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765, / ya ahora no / 
Non,Initial,Pause,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765, / ya ahora ha bajado
Non,Interior,Low,Mid,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,y,mayoría,7.728855824,11.15038197,la mayoría de los buses
Non,Interior,Mid,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,la plata de Medellín pues
Str,Interior,High,Low,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,bullas,0,1,hay menos bullas / 
Non,Initial,Mid,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039,no sé yo mi mamá
Non,Initial,Mid,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,donde ya uno está
Str,Initial,Pause,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039, / yo creo que
Non,Initial,Mid,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039,pero yo creo que
Non,Interior,Low,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,mayor,8.11342664,11.70520038,tiene mayor estatus
Non,Initial,Mid,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,pero ya últimamente
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,desarrollo,7.675546003,11.07347215,un desarrollo tecnológico pues
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,desarrollo,7.675546003,11.07347215,un desarrollo muy avanzado
Non,Initial,Mid,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039,practicamente yo diría
Non,Initial,Mid,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Lleras,0,1,Parque Lleras / 
Non,Interior,Low,Low,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,y,Vizcaya,0,1,gimnasio de Vizcaya / 
Non,Initial,Mid,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,porque ya la gente
Non,Interior,Mid,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,el mejor de Medellín / 
Non,Interior,Mid,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,el mejor de Medellín / 
Non,Initial,Mid,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,la gente ya se quiere
Non,Initial,Low,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llevo,6.171700597,8.903881846,la llevo muy bien
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,muy bien con ellos.
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,he hecho con ellos /
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,comerciales con ellos / 
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,gimnasio con ellos /
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,comparto con ellos en restaurantes
Non,Initial,Mid,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Lleras,0,1,Parque Lleras / 
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,muchos de ellos estudian
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,estoy con ellos mucho tiempo
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,compartir con ellos / 
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,almorzar con ellos a una finca / 
Non,Interior,Mid,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,municipios de Medellín 
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,conocer con ellos /
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,eso con ellos porque yo me considero
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,compartir con ellos / 
Str,Initial,Consonant,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yendo,5.356586275,7.727920455,con ellos yendo a pueblos
Non,Initial,High,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yendo,5.356586275,7.727920455,y yendo a las fincas
Non,Interior,Mid,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,vivir en Medellín?
Non,Interior,Low,Mid,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,y,mayoría,7.728855824,11.15038197,la mayoría del año
Non,Interior,Mid,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,porque Medellín tiene el problema
Non,Initial,Mid,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,lleva,7.19142933,10.37503943,le lleva más o menos
Non,Interior,Mid,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,tres veces Medellín / 
Non,Initial,Mid,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Lleras,0,1,Parque Lleras siempre
Non,Interior,Mid,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,desarrolladas,3.784189634,5.459431619,son más desarrolladas lo cual
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,desarrollo,7.675546003,11.07347215,un buen desarrollo e cultural
Non,Interior,Mid,Low,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,desarrollada,4.060443011,5.857980995,muy desarrollada y me parece
Non,Interior,Mid,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,que ha hecho Medellín / 
Non,Interior,Mid,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,ha tenido Medellín porque
Str,Interior,Low,High,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ayudado,4.584967479,6.614709844,ha ayudado mucho
Non,Interior,Mid,Low,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,desembotellamiento,0,1,en el desembotellamiento de la ciudad
Str,Interior,Mid,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,han hecho en Medellín.
Non,Interior,Mid,Low,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,embotellamiento,0,1,menos embotellamiento y
Str,Interior,Mid,Low,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,embotellamiento,0,1,de embotellamiento muy grande
Non,Interior,Mid,Low,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,embotellamiento,0,1,esos embotellamientos que se generan
Str,Interior,Low,Low,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,y,haya,7.832410927,11.2997804,que no haya tanta intolerancia
Str,Interior,Low,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,mayores,6.725033642,9.702172685,hacer mayores obras
Non,Interior,High,Low,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,sencilla,5.241747015,7.562242424,es muy sencilla / 
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,cabello,3.295836866,4.754887502,tiene el cabello negro
Str,Initial,Low,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llevo,6.171700597,8.903881846,me la llevo muy bien
Str,Initial,Low,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llevo,6.171700597,8.903881846,la llevo tenemos pues
Non,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,y,apoyo,7.048386409,10.16867212,un apoyo para seguir
Str,Interior,Mid,Mid,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,y,apoye,3.091042453,4.459431619,que lo apoye a uno
Non,Interior,Low,High,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,y,ayudándolo,1.386294361,2,estar ayudándolo en los momentos
Non,Interior,Low,Low,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,y,vaya,6.89060912,9.941047606,le vaya bien
Non,Interior,Low,Low,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,agallas,1.386294361,2,suficientes agallas como para 
Str,Interior,Low,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,desayuno,4.532599493,6.539158811,me sirven el desayuno / 
Non,Interior,Low,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,desayuno,4.532599493,6.539158811,siempre desayuno e un huevo
Non,Initial,Mid,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llego,5.420534999,7.820178962,luego llego a la casa
Non,Interior,Low,Mid,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,y,mayoría,7.728855824,11.15038197,la mayoría de las veces
Non,Initial,Mid,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,Lleras,0,1,el Parque Lleras muchos lugares
Non,Interior,Low,High,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,desayuno,4.532599493,6.539158811,mi desayuno pues que
Str,Initial,Mid,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llego,5.420534999,7.820178962,siempre llego y parto
Str,Initial,High,Low,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llamaron,4.753590191,6.857980995,y llamaron la ambulancia
Non,Initial,Consonant,Low,Pretonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,llamaron,4.753590191,6.857980995,despues llamaron los médicos
Str,Initial,Consonant,Mid,Tonic,G1BMH5,Male,Middle,Bachelor,15-19,y,yeso,2.708050201,3.906890596,me pusieron yeso / 
Non,Interior,Mid,Low,Postonic,G1BMH5,Male,Middle,Bachelor,15-19,ll,atropella,1.098612289,1.584962501,lo atropella pues
Str,Initial,Mid,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,lloviznoso,0,1,tiempo lloviznoso otras veces
Str,Initial,Mid,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yo,10.67262308,15.39734039,le diré yo / 
Str,Initial,Pause,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yo,10.67262308,15.39734039, / yo acá en Medellín
Non,Interior,Mid,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,Medellín,0,1,acá en Medellín / 
Non,Interior,Low,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,allí,8.442900587,12.18053081,por allí toda la vida
Non,Interior,Low,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,pero allá en este barrio
Str,Initial,Mid,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,llevo,6.171700597,8.903881846,barrio llevo viviendo como
Non,Initial,Mid,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yo,10.67262308,15.39734039,Popular Doce yo siempre
Str,Initial,Pause,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yo,10.67262308,15.39734039, / yo nada más dos meses
Non,Interior,High,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,castilla,0.693147181,1,los lados de Castilla o así
Non,Interior,Low,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,allá,8.323122888,12.00772811, / allá todo el mundo tiene 
Non,Initial,Pause,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yo,10.67262308,15.39734039, / yo no sé
Str,Initial,Mid,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yo,10.67262308,15.39734039,porque yo no he
Non,Initial,Mid,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegado,6.849066283,9.881113961,no he llegado a vivir
Non,Interior,Low,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,a vivir por allá / 
Str,Interior,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,y,mayoría,7.728855824,11.15038197,la mayoría de la familia
Non,Interior,Low,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,mamá vive es allá
Non,Initial,Pause,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yo,10.67262308,15.39734039, / yo no he llegado
Str,Initial,Mid,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegado,6.849066283,9.881113961,no he llegado a ir
Non,Interior,Low,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,ir por allá no sé
Str,Initial,Pause,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,llega,7.169350017,10.34318572, / llega gente nueva
Non,Initial,Mid,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,llego,5.420534999,7.820178962,que llego a la estación
Str,Interior,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,y,mayoría,7.728855824,11.15038197,la mayoría de la gente
Str,Initial,High,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yo,10.67262308,15.39734039,y yo por mi
Str,Initial,Pause,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,yo,10.67262308,15.39734039, / yo no soy
Str,Interior,Mid,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,ella,8.686260633,12.53162514,y ella ha tenido
Non,Interior,High,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,castilla,0.693147181,1,los lados de Castilla
Non,Initial,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegar,7.687997166,11.09143539,a llegar allá a ver
Non,Interior,Low,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,allá,8.323122888,12.00772811,a llegar allá a ver
Non,Interior,Mid,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,Medellín,0,1,haber en Medellín es
Non,Initial,Mid,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegar,7.687997166,11.09143539,fácil de llegar / 
Non,Interior,Mid,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,Medellín,0,1,en Medellín que hayan hecho
Non,Interior,Low,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,y,hayan,6.386879319,9.214319121,que hayan hecho es
Non,Initial,Mid,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegado,6.849066283,9.881113961,lo he llegado como.
Str,Interior,Mid,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,Medellín,0,1,la gente de medellín / 
Non,Interior,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,y,mayoría,7.728855824,11.15038197,la mayoría de gente
Non,Initial,Consonant,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,llegado,6.849066283,9.881113961,hemos llegado / 
Non,Interior,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,y,mayoría,7.728855824,11.15038197,la mayoría de la gente
Str,Interior,Mid,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,Medellín,0,1,acá en Medellín.
Non,Interior,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,y,mayoría,7.728855824,11.15038197,la mayoría lo hace
Non,Interior,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,y,mayoría,7.728855824,11.15038197,la mayoría de gente
Non,Initial,Pause,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765, / ya lo demás
Str,Interior,Low,Mid,Tonic,G2PPM2,Female,Low,Primary,20-35,y,mayor,8.11342664,11.70520038,el hijo mayor es
Non,Interior,High,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,maravilla,5.590986981,8.06608919,sería la maravilla / 
Str,Initial,Mid,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,que ya que lo entiende
Str,Interior,Low,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,y,mayoría,7.728855824,11.15038197,la mayoría de los amigos
Str,Interior,Mid,High,Tonic,G2PPM2,Female,Low,Primary,20-35,ll,Medellín,0,1,hay aquí en Medellín.
Non,Initial,Pause,Low,Tonic,G2PPM2,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765, / ya seguir como el 
Str,Interior,High,Mid,Pretonic,G2PPM2,Female,Low,Primary,20-35,ll,bachillerato,5.866468057,8.463524373,como el bachillerato sería.
Str,Interior,Low,High,Tonic,G2PPM2,Female,Low,Primary,20-35,y,desayuno,4.532599493,6.539158811,hago el desayuno / 
Non,Interior,Mid,Mid,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,ellos,8.870522545,12.79745889,con ellos en las horas
Non,Interior,High,Low,Postonic,G2PPM2,Female,Low,Primary,20-35,ll,cartilla,3.295836866,4.754887502,de la cartilla o de
