Dep,Domain,PreSeg,FollVowel,Stress,Speaker,Sex,SEC,Edu,Age,Grapheme,Token ,Natlog,Log2,Context
Non,Initial,Low,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,con la mamá yo casi no la voy
Str,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,tampoco ya con la niña
Str,Interior,Low,High,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ayudo,3.555348061,5.129283017,así trabajo le ayudo con alguna cosa
Non,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,pero ya que así casarme
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,no yo todavia no pienso
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,de lo que yo hice entonces
Non,Interior,Mid,Low,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,ella,8.686260633,12.53162514,pues ella no tiene la culpa
Non,Initial,High,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,si yo tengo muchos amigos
Str,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,pero ya pues los amigos
Str,Interior,Low,High,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ayude,4.262679877,6.14974712,que lo ayude en todo
Str,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,pero ya para si de pronto
Str,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,ll,llama,7.764296006,11.20151134,cosa que se llama no es
Non,Initial,Consonant,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,a ver yo pues
Str,Initial,Consonant,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,Pues yo a ver
Str,Interior,Low,High,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,desayuno,4.532599493,6.539158811,pues desayuno arreglo
Str,Interior,Low,High,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ayudo,3.555348061,5.129283017,le ayudo arreglar la casa
Non,Interior,Low,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,ll,allá,8.323122888,12.00772811,a estar allá todo el dia
Non,Interior,Low,Low,Postonic,G1SPH2,Male,Low,Secondary,15-19,y,vaya,6.89060912,9.941047606,que me vaya estudiar
Non,Initial,High,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,sí yo estoy contento
Non,Interior,Low,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ayer,7.155396302,10.32305476,se fue ayer mi padre
Non,Interior,Mid,Low,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,ella,8.686260633,12.53162514,los dos hijos de ella están con
Str,Initial,High,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,y yo casi no me mantengo
Str,Interior,Mid,High,Tonic,G1SPH2,Male,Low,Secondary,15-19,ll,Medellín,0,1,si en Medellín hay muchas partes
Non,Interior,Mid,Mid,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,ellos,8.870522545,12.79745889,salir con ellos o alguna cosa
Non,Initial,Consonant,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,pues yo haría pues
Non,Interior,Low,High,Pretonic,G1SPH2,Male,Low,Secondary,15-19,y,ayudaría,2.833213344,4.087462841,a ver ayudaría a las personas
Str,Interior,Low,High,Pretonic,G1SPH2,Male,Low,Secondary,15-19,y,ayudaría,2.833213344,4.087462841,les ayudaría en lo que
Str,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,en lo que yo podría
Non,Interior,Low,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,ll,allá,8.323122888,12.00772811,pues ambiente allá en una finca
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,porque yo casi no me mantengo
Non,Initial,High,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,ahí yo es muy rara la vez
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,porque yo prácticamente
Str,Initial,High,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,y ya no regreso por ahí
Non,Initial,Consonant,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,dos días ya no regreso
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,que yo estaba pues
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,el último año yo lo pase pues
Non,Interior,Mid,Mid,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,pollo,4.394449155,6.339850003,arroz con pollo o alguna cosa
Non,Interior,Mid,Mid,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,pollo,4.394449155,6.339850003,el  arroz con pollo yo sí
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,con pollo yo sí lo sé hacer
Non,Initial,High,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,el arroz y ya uno pone
Non,Interior,Mid,Mid,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,pollo,4.394449155,6.339850003,y el pollo pues y
Non,Interior,Mid,Mid,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,pollo,4.394449155,6.339850003,y al pollo se le echa
Str,Initial,Consonant,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,las verduras ya uno le
Non,Interior,Mid,Mid,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,pollo,4.394449155,6.339850003,desmenuza el pollo y lo echa
Str,Initial,Consonant,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,pues ya es costumbre
Str,Interior,Mid,Mid,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,pollo,4.394449155,6.339850003,al arroz con pollo.
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,no yo casi pues
Non,Initial,Consonant,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,pues yo casi no sé cocinar
Non,Interior,Mid,Mid,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,pollo,4.394449155,6.339850003,el arroz con pollo o pues
Str,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,no eso ya se perdió
Non,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,hay gente que ya pues hay gente
Non,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,que ya tiene la costumbre
Str,Interior,Low,High,Pretonic,G1SPH2,Male,Low,Secondary,15-19,y,ayudaría,2.833213344,4.087462841,a ver le ayudaría pues
Str,Initial,High,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,esa plata y ya lo otro
Str,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,lo otro ya uno
Str,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,uno ya verá pues que hace
Non,Initial,Consonant,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,a ver yo creo que
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,eso yo tenía como 
Str,Initial,Consonant,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,me iban a matar yo era corriendo
Non,Initial,Mid,Mid,Pretonic,G1SPH2,Male,Low,Secondary,15-19,ll,llevaron,5.758901774,8.30833903,me llevaron hasta prácticamente
Non,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,hasta el centro ya desde eso
Str,Initial,Consonant,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,pues yo sigo corriendo
Str,Initial,Mid,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,o ya pues si uno no tiene
Str,Initial,Consonant,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,pues yo me arrepentiría
Str,Initial,Consonant,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,a ver yo evitaría
Str,Initial,Low,Mid,Pretonic,G1SPH2,Male,Low,Secondary,15-19,ll,lloraron,1.098612289,1.584962501,ese día lloraron y todo
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,no yo no he tenido
Non,Interior,Low,Low,Postonic,G1SPH2,Male,Low,Secondary,15-19,y,hayan,6.386879319,9.214319121,así sueños que me hayan impresionado
Non,Interior,Mid,Low,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,ella,8.686260633,12.53162514,mucho ella eso fue 
Str,Initial,Consonant,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,ya,10.11419408,14.59169765,cuatro años ya ella lo quería
Non,Interior,Mid,Low,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,ella,8.686260633,12.53162514,ya ella lo quería mucho
Non,Interior,Mid,Low,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,ella,8.686260633,12.53162514,pues a ella y mi hermanita pues
Str,Interior,High,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,ll,billar,3.610917913,5.209453366,en un billar entonces
Str,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,que yo me la había gastado
Str,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,no yo casi no creo en eso
Non,Interior,High,Low,Postonic,G1SPH2,Male,Low,Secondary,15-19,ll,boquilla,1.945910149,2.807354922,tenis boquilla pues amigas
Non,Interior,Low,Low,Tonic,G1SPH2,Male,Low,Secondary,15-19,ll,allá,8.323122888,12.00772811,fuimos allá a que vea
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,un reloj de yo no sé cuanto
Non,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,no que yo no cogí
Str,Initial,Mid,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,por eso yo no casi
Str,Initial,High,Mid,Tonic,G1SPH2,Male,Low,Secondary,15-19,y,yo,10.67262308,15.39734039,no casi yo no creo
Non,Initial,Mid,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,pero ya el calor si es como maluco
Non,Initial,Consonant,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,pue ya conozco mucho vecinos
Str,Initial,Mid,Mid,Pretonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,llegara,4.477336814,6.459431619,pues si se llegara a presentar
Non,Initial,Mid,Mid,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039,pues que yo me acuerde
Str,Interior,Mid,High,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,no cambian a Medellín /
Non,Interior,Mid,High,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,para no cambiar a Medellín
Non,Initial,Consonant,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765, /  pues ya no se ve la ciudad
Non,Interior,Low,Mid,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,calles,6.137727054,8.854868383,se mantenía en las calles / los 
Str,Initial,Pause,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,la tranquilidad / ya / 
Str,Interior,Low,Mid,Pretonic,G1BMH2,Male,Middle,Bachelor,15-19,y,mayoría,7.728855824,11.15038197,la gran mayoría de los ciudadanos
Non,Interior,Mid,High,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,hasta la Univerisdad de Medellín /
Non,Interior,Mid,Low,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,ellas,7.301822342,10.53430288,la posibilidad de hablar con ellas. 
Str,Interior,Mid,High,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,Medellín,0,1,del mismo exterior a vivir aquí en Medellín
Non,Interior,Mid,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,subdesarrollada,1.791759469,2.584962501,una ciudad subdesarrollada / 
Non,Interior,Mid,Mid,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,se harían ellos para venirse
Str,Initial,Mid,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,eso ya quedaría en manos
Non,Interior,Mid,Low,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,ellas,7.301822342,10.53430288,más seguridad a ellas
Str,Initial,Pause,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,tendría que / ya / uno tener un
Non,Initial,Pause,Mid,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039, / yo creo que 
Non,Interior,Low,Mid,Pretonic,G1BMH2,Male,Middle,Bachelor,15-19,y,mayoría,7.728855824,11.15038197,de la mayoría todavía hablo
Non,Interior,Mid,Mid,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,todavía hablo con ellos /
Non,Interior,Low,High,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,allí,8.442900587,12.18053081,hagámosla allí / 
Non,Interior,Low,Low,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,y,hayan,6.386879319,9.214319121,experiencia que hayan vivido
Str,Interior,Low,High,Pretonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ayudarlo,2.833213344,4.087462841,dispuesto a ayudarlo a uno
Non,Interior,Low,Mid,Pretonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,falleció,3.891820298,5.614709844,mi madre falleció hace catorce años
Non,Initial,Pause,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765, / ya después de que salí
Str,Interior,High,Mid,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,bachiller,4.709530201,6.794415866,salí de bachiller académico
Non,Initial,Pause,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765, / ya / me puse a pensar
Str,Initial,Mid,Low,Pretonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,llamó,5.877735782,8.479780264,sino que me llamó más la atención
Non,Interior,Low,Low,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,y,haya,7.832410927,11.2997804,por lo que haya estudiado
Str,Initial,Mid,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,llama,7.764296006,11.20151134,me llama la atención. 
Non,Initial,Pause,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,llamo,5.66296048,8.169925001, / llamo a mis amigos
Non,Initial,Mid,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,llama,7.764296006,11.20151134,cómo es que se llama el de Bogotá
Non,Interior,Low,Mid,Pretonic,G1BMH2,Male,Middle,Bachelor,15-19,y,mayoría,7.728855824,11.15038197,la gran mayoría de opinión
Non,Initial,High,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765, / y ya /
Non,Interior,High,Low,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,natilla,0.693147181,1, / la natilla / 
Str,Initial,High,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,y ya si llegan los tíos
Str,Initial,High,Mid,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,llegan,6.192362489,8.933690655,si llegan los tíos
Non,Interior,Mid,Mid,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,ellos,8.870522545,12.79745889,compartimos con ellos.
Non,Interior,Low,Low,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,y,vaya,6.89060912,9.941047606,preparación que se vaya a hacer
Non,Initial,Consonant,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,especial ya sería / 
Non,Interior,Mid,Mid,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,pollo,4.394449155,6.339850003,un pollo en salsa
Str,Interior,High,Mid,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,sencillo,5.231108617,7.54689446,algo asi sencillo. 
Non,Interior,Mid,Mid,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,pollo,4.394449155,6.339850003,se pone a cocinar el pollo /
Non,Interior,High,Low,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,y,mantequilla,3.555348061,5.129283017,un cuartico de mantequilla / 
Non,Interior,Mid,Mid,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,pollo,4.394449155,6.339850003,se le agrega el pollo / 
Str,Initial,Consonant,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,champiñones ya cocidos / 
Non,Interior,Low,Low,Postonic,G1BMH2,Male,Middle,Bachelor,15-19,y,haya,7.832410927,11.2997804,por lo que haya estudiado / 
Non,Initial,Low,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,ya,10.11419408,14.59169765,hoy en día ya es más
Str,Initial,Pause,Mid,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,y,yo,10.67262308,15.39734039, / yo quedé de cinco años
Str,Initial,Low,Mid,Pretonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,llevaron,5.758901774,8.30833903,se la llevaron. 
Non,Interior,Low,Low,Tonic,G1BMH2,Male,Middle,Bachelor,15-19,ll,allá,8.323122888,12.00772811,me iba en taxi hasta allá. 
Non,Initial,Consonant,Mid,Tonic,G2PPM1,Female,Low,Primary,20-35,y,yo,10.67262308,15.39734039,pues / yo me imagino
Non,Initial,Mid,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,por lo que ya dicen en las noticias
Str,Initial,Consonant,Mid,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,llevo,6.171700597,8.903881846,veintitrés años llevo viviendo
Non,Interior,Low,Mid,Postonic,G2PPM1,Female,Low,Primary,20-35,ll,valle,4.718498871,6.807354922, / Valle estuve en Tuluá
Non,Interior,Low,Mid,Postonic,G2PPM1,Female,Low,Primary,20-35,ll,valle,4.718498871,6.807354922, / Valle pero ya nos volvimos
Str,Initial,Mid,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,pero ya nos volvimos
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,para acá para  Medellín. 
Non,Initial,High,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,y ya toda mi vida está
Non,Initial,Mid,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,mi cultura porque ya uno enseñando
Non,Initial,Mid,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,donde ya no existe la violencia
Non,Initial,Low,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,la pobreza ya / e / a ver
Str,Initial,Mid,Mid,Pretonic,G2PPM1,Female,Low,Primary,20-35,ll,llevaba,6.326149473,9.126704473,un taxista lo llevaba a uno
Non,Initial,Mid,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,porque ya lo iban atracando
Str,Initial,High,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,y ya hoy en día
Non,Initial,Pause,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765, / ya ahora se ha
Non,Initial,Mid,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,pero ya ahora como para los
Non,Initial,Pause,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765, / ya no no dejan muchas actividades
Non,Initial,Consonant,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,pues ya ahora no vive sino
Non,Interior,Mid,Low,Postonic,G2PPM1,Female,Low,Primary,20-35,ll,ella,8.686260633,12.53162514,mi hermano con ella porque ya
Non,Initial,Mid,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,porque ya todos hemos buscado
Str,Initial,Mid,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,pero ya con el pues / 
Non,Initial,Pause,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765, / ya mi mamá se volvió cristiana
Non,Initial,Consonant,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,entonces ya no acepta parrandas
Str,Initial,High,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,y ya cada quien busca su familia
Non,Initial,Mid,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,porque ya cada quien es con su familia
Non,Initial,Consonant,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,pues ya tenemos la casita
Str,Interior,High,Low,Postonic,G2PPM1,Female,Low,Primary,20-35,ll,morcilla,1.791759469,2.584962501,mi mamá vendía morcilla y vendíamos
Non,Initial,Consonant,Mid,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,llega,7.169350017,10.34318572,usted llega a Medellín
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,llega a Medellín y 
Non,Initial,High,Mid,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,llega,7.169350017,10.34318572,y llega bien / 
Non,Initial,Mid,Mid,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,llegue,5.877735782,8.479780264,el que llegue es bienvenido
Str,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,la gente de Medellín es muy colaboradora
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,la gente de Medellín es es muy amable
Str,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,no hay nada como Medellín. 
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,Medellín se ha convertido
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,en mi mente de Medellín / 
Non,Initial,Mid,Low,Tonic,G2PPM1,Female,Low,Primary,20-35,y,ya,10.11419408,14.59169765,como ya se lo dije
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,diferente Medellín florece
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1, / Medellín se convirtió
Str,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,viene a visitar a Medellín. 
Str,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,la economía de Medellín
Non,Interior,Low,Mid,Postonic,G2PPM1,Female,Low,Primary,20-35,ll,calle,7.678326357,11.07748336,trabajador de la calle / 
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,acá en Medellín
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,Medellín / 
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,en Medellín hay es
Str,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,que Medellín fuera una ciudad
Str,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,excelente para Medellín. 
Non,Initial,Mid,Mid,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,llegan,6.192362489,8.933690655,mirá que llegan hasta
Str,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,hasta las extremidades de Medellín
Non,Initial,Mid,Mid,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,llevan,6.342121419,8.214319121,ahí lo llevan para la ubicación
Str,Interior,Low,Low,Postonic,G2PPM1,Female,Low,Primary,20-35,y,vaya,6.89060912,9.941047606,la ubicación que uno vaya / 
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,muy bueno para Medellín. 
Non,Interior,Mid,High,Tonic,G2PPM1,Female,Low,Primary,20-35,ll,Medellín,0,1,Medellín es lo mejor
